experiment,system,plant_no,target_total_weight_g,harvest_plant_height_cm,harvest_shoot_weight_g,harvest_root_weight_g,harvest_root_length_cm,harvest_no_of_leaves,head_diameter_average_cm,canopy_area_cm2,replicate,water_ph_mean,water_ph_min,water_ph_max,water_ph_std,water_ec_mean,water_ec_min,water_ec_max,water_ec_std,water_tds_mean,water_tds_min,water_tds_max,water_tds_std,water_water_temperature_mean,water_water_temperature_min,water_water_temperature_max,water_water_temperature_std,total_nutrient_solution_added_ml,total_water_consumption_l,total_acid_consumption_ml,env_air_temperature_mean,env_air_temperature_min,env_air_temperature_max,env_air_temperature_std,env_humidity_mean,env_humidity_min,env_humidity_max,env_humidity_std,env_co2_mean,env_co2_min,env_co2_max,env_co2_std,initial_height_mean_cm,initial_weight_mean_g,initial_root_length_mean_cm
Experiment 1,R2-T1,9,282.0,64.0,200.0,74.0,48.0,26.0,27.25,742.5,R2,5.805263157894736,5.0,6.8,0.47180915433715725,1.831052631578947,1.51,1.98,0.11261928117811261,0.8035365853658537,0.0,0.99,0.30428092744674695,24.971052631578942,18.6,29.5,2.246741253546525,374.0,50.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T1,10,202.0,58.0,170.0,28.0,46.0,22.0,26.5,702.0,R2,5.805263157894736,5.0,6.8,0.47180915433715725,1.831052631578947,1.51,1.98,0.11261928117811261,0.8035365853658537,0.0,0.99,0.30428092744674695,24.971052631578942,18.6,29.5,2.246741253546525,374.0,50.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T1,11,200.0,56.0,162.0,35.0,44.0,21.0,24.5,600.0,R2,5.805263157894736,5.0,6.8,0.47180915433715725,1.831052631578947,1.51,1.98,0.11261928117811261,0.8035365853658537,0.0,0.99,0.30428092744674695,24.971052631578942,18.6,29.5,2.246741253546525,374.0,50.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T1,12,207.0,70.0,126.0,68.0,58.5,21.0,26.5,702.0,R2,5.805263157894736,5.0,6.8,0.47180915433715725,1.831052631578947,1.51,1.98,0.11261928117811261,0.8035365853658537,0.0,0.99,0.30428092744674695,24.971052631578942,18.6,29.5,2.246741253546525,374.0,50.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T2,1,270.0,55.0,230.0,35.0,41.0,43.0,28.0,783.0,R2,6.157894736842104,5.4,7.3,0.4422618770220151,1.803157894736842,0.92,2.1,0.2316429337438606,0.7960975609756098,0.0,1.05,0.316222968950094,24.092105263157897,19.7,28.8,2.142966657272769,374.0,60.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T2,2,292.0,55.0,215.0,71.0,43.0,40.0,27.0,729.0,R2,6.157894736842104,5.4,7.3,0.4422618770220151,1.803157894736842,0.92,2.1,0.2316429337438606,0.7960975609756098,0.0,1.05,0.316222968950094,24.092105263157897,19.7,28.8,2.142966657272769,374.0,60.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T2,3,193.0,46.0,156.0,31.0,33.0,34.0,27.0,725.0,R2,6.157894736842104,5.4,7.3,0.4422618770220151,1.803157894736842,0.92,2.1,0.2316429337438606,0.7960975609756098,0.0,1.05,0.316222968950094,24.092105263157897,19.7,28.8,2.142966657272769,374.0,60.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T2,4,245.0,53.0,185.0,41.0,40.0,29.0,28.0,784.0,R2,6.157894736842104,5.4,7.3,0.4422618770220151,1.803157894736842,0.92,2.1,0.2316429337438606,0.7960975609756098,0.0,1.05,0.316222968950094,24.092105263157897,19.7,28.8,2.142966657272769,374.0,60.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T2,5,287.0,64.0,210.0,74.0,49.0,32.0,26.5,696.0,R2,6.157894736842104,5.4,7.3,0.4422618770220151,1.803157894736842,0.92,2.1,0.2316429337438606,0.7960975609756098,0.0,1.05,0.316222968950094,24.092105263157897,19.7,28.8,2.142966657272769,374.0,60.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T2,6,238.0,57.0,202.0,33.0,42.0,34.0,25.5,648.0,R2,6.157894736842104,5.4,7.3,0.4422618770220151,1.803157894736842,0.92,2.1,0.2316429337438606,0.7960975609756098,0.0,1.05,0.316222968950094,24.092105263157897,19.7,28.8,2.142966657272769,374.0,60.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T2,7,258.0,54.0,218.0,38.0,39.0,34.0,27.0,728.0,R2,6.157894736842104,5.4,7.3,0.4422618770220151,1.803157894736842,0.92,2.1,0.2316429337438606,0.7960975609756098,0.0,1.05,0.316222968950094,24.092105263157897,19.7,28.8,2.142966657272769,374.0,60.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T2,8,234.0,60.0,200.0,32.0,46.0,35.0,26.5,702.0,R2,6.157894736842104,5.4,7.3,0.4422618770220151,1.803157894736842,0.92,2.1,0.2316429337438606,0.7960975609756098,0.0,1.05,0.316222968950094,24.092105263157897,19.7,28.8,2.142966657272769,374.0,60.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T2,9,235.0,43.0,180.0,42.0,32.0,31.0,24.5,600.0,R2,6.157894736842104,5.4,7.3,0.4422618770220151,1.803157894736842,0.92,2.1,0.2316429337438606,0.7960975609756098,0.0,1.05,0.316222968950094,24.092105263157897,19.7,28.8,2.142966657272769,374.0,60.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T2,10,273.0,49.0,224.0,51.0,38.0,46.0,27.5,756.0,R2,6.157894736842104,5.4,7.3,0.4422618770220151,1.803157894736842,0.92,2.1,0.2316429337438606,0.7960975609756098,0.0,1.05,0.316222968950094,24.092105263157897,19.7,28.8,2.142966657272769,374.0,60.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T2,11,254.0,51.0,229.0,18.0,38.0,31.0,27.0,725.0,R2,6.157894736842104,5.4,7.3,0.4422618770220151,1.803157894736842,0.92,2.1,0.2316429337438606,0.7960975609756098,0.0,1.05,0.316222968950094,24.092105263157897,19.7,28.8,2.142966657272769,374.0,60.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T2,12,235.0,59.0,174.0,55.0,46.0,30.0,25.0,624.0,R2,6.157894736842104,5.4,7.3,0.4422618770220151,1.803157894736842,0.92,2.1,0.2316429337438606,0.7960975609756098,0.0,1.05,0.316222968950094,24.092105263157897,19.7,28.8,2.142966657272769,374.0,60.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T3,1,236.0,54.0,190.0,36.0,40.0,40.0,26.0,676.0,R2,6.1605263157894745,5.4,7.2,0.4504614439276396,1.7615789473684214,1.17,2.16,0.166631113474763,0.7742682926829267,0.0,1.08,0.2995455113749661,26.439473684210522,20.4,30.9,2.266755097128958,658.0,282.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T3,2,248.0,55.0,204.0,36.0,41.0,41.0,27.0,725.0,R2,6.1605263157894745,5.4,7.2,0.4504614439276396,1.7615789473684214,1.17,2.16,0.166631113474763,0.7742682926829267,0.0,1.08,0.2995455113749661,26.439473684210522,20.4,30.9,2.266755097128958,658.0,282.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T3,3,211.0,53.0,150.0,53.0,40.0,40.0,25.0,625.0,R2,6.1605263157894745,5.4,7.2,0.4504614439276396,1.7615789473684214,1.17,2.16,0.166631113474763,0.7742682926829267,0.0,1.08,0.2995455113749661,26.439473684210522,20.4,30.9,2.266755097128958,658.0,282.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T3,4,274.0,56.0,212.0,49.0,40.5,35.0,28.0,784.0,R2,6.1605263157894745,5.4,7.2,0.4504614439276396,1.7615789473684214,1.17,2.16,0.166631113474763,0.7742682926829267,0.0,1.08,0.2995455113749661,26.439473684210522,20.4,30.9,2.266755097128958,658.0,282.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T3,5,230.0,56.0,199.0,19.0,42.0,35.0,27.5,756.0,R2,6.1605263157894745,5.4,7.2,0.4504614439276396,1.7615789473684214,1.17,2.16,0.166631113474763,0.7742682926829267,0.0,1.08,0.2995455113749661,26.439473684210522,20.4,30.9,2.266755097128958,658.0,282.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T3,6,238.0,63.0,204.0,21.0,49.0,37.0,27.5,754.0,R2,6.1605263157894745,5.4,7.2,0.4504614439276396,1.7615789473684214,1.17,2.16,0.166631113474763,0.7742682926829267,0.0,1.08,0.2995455113749661,26.439473684210522,20.4,30.9,2.266755097128958,658.0,282.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T3,7,256.0,51.0,211.0,39.0,40.0,34.0,25.5,650.0,R2,6.1605263157894745,5.4,7.2,0.4504614439276396,1.7615789473684214,1.17,2.16,0.166631113474763,0.7742682926829267,0.0,1.08,0.2995455113749661,26.439473684210522,20.4,30.9,2.266755097128958,658.0,282.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T3,8,253.0,23.0,210.0,40.0,13.0,28.0,26.5,700.0,R2,6.1605263157894745,5.4,7.2,0.4504614439276396,1.7615789473684214,1.17,2.16,0.166631113474763,0.7742682926829267,0.0,1.08,0.2995455113749661,26.439473684210522,20.4,30.9,2.266755097128958,658.0,282.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T3,9,255.0,49.0,211.0,34.0,37.0,40.0,26.0,675.0,R2,6.1605263157894745,5.4,7.2,0.4504614439276396,1.7615789473684214,1.17,2.16,0.166631113474763,0.7742682926829267,0.0,1.08,0.2995455113749661,26.439473684210522,20.4,30.9,2.266755097128958,658.0,282.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T3,10,258.0,53.0,219.0,33.0,39.0,34.0,28.0,784.0,R2,6.1605263157894745,5.4,7.2,0.4504614439276396,1.7615789473684214,1.17,2.16,0.166631113474763,0.7742682926829267,0.0,1.08,0.2995455113749661,26.439473684210522,20.4,30.9,2.266755097128958,658.0,282.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T3,11,214.0,58.0,204.0,5.0,46.0,32.0,27.0,728.0,R2,6.1605263157894745,5.4,7.2,0.4504614439276396,1.7615789473684214,1.17,2.16,0.166631113474763,0.7742682926829267,0.0,1.08,0.2995455113749661,26.439473684210522,20.4,30.9,2.266755097128958,658.0,282.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 1,R2-T3,12,276.0,57.0,234.0,30.0,44.0,32.0,29.0,840.0,R2,6.1605263157894745,5.4,7.2,0.4504614439276396,1.7615789473684214,1.17,2.16,0.166631113474763,0.7742682926829267,0.0,1.08,0.2995455113749661,26.439473684210522,20.4,30.9,2.266755097128958,658.0,282.0,70.0,19.931125,9.81,37.27,5.074280539056289,57.39781250000001,41.16,67.65,5.6814177429953645,456.084,401.85,554.7,31.700286604846667,9.75,1.224,7.1
Experiment 2,R1-T1,1,317.0,55.0,264.0,45.0,40.0,37.0,25.5,650.0,R1,6.374074074074075,5.7,7.2,0.36776863962389356,1.7957407407407406,1.1,2.9,0.22838078867647416,0.8978703703703703,0.55,1.45,0.11419039433823708,23.077777777777776,17.2,28.3,2.9428297459384645,74.0,40.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R1-T1,2,270.0,50.0,239.0,22.0,34.0,29.0,27.5,750.0,R1,6.374074074074075,5.7,7.2,0.36776863962389356,1.7957407407407406,1.1,2.9,0.22838078867647416,0.8978703703703703,0.55,1.45,0.11419039433823708,23.077777777777776,17.2,28.3,2.9428297459384645,74.0,40.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R1-T1,3,311.0,52.0,283.0,19.0,38.0,38.0,29.5,870.0,R1,6.374074074074075,5.7,7.2,0.36776863962389356,1.7957407407407406,1.1,2.9,0.22838078867647416,0.8978703703703703,0.55,1.45,0.11419039433823708,23.077777777777776,17.2,28.3,2.9428297459384645,74.0,40.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R1-T1,4,360.0,70.0,293.0,60.0,53.0,37.0,30.5,930.0,R1,6.374074074074075,5.7,7.2,0.36776863962389356,1.7957407407407406,1.1,2.9,0.22838078867647416,0.8978703703703703,0.55,1.45,0.11419039433823708,23.077777777777776,17.2,28.3,2.9428297459384645,74.0,40.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R1-T1,5,326.0,67.0,300.0,26.0,48.0,34.0,28.5,810.0,R1,6.374074074074075,5.7,7.2,0.36776863962389356,1.7957407407407406,1.1,2.9,0.22838078867647416,0.8978703703703703,0.55,1.45,0.11419039433823708,23.077777777777776,17.2,28.3,2.9428297459384645,74.0,40.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R1-T1,6,255.0,58.0,222.0,28.0,41.0,33.0,28.5,812.0,R1,6.374074074074075,5.7,7.2,0.36776863962389356,1.7957407407407406,1.1,2.9,0.22838078867647416,0.8978703703703703,0.55,1.45,0.11419039433823708,23.077777777777776,17.2,28.3,2.9428297459384645,74.0,40.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R1-T1,7,392.0,60.0,337.0,49.0,41.0,41.0,29.5,870.0,R1,6.374074074074075,5.7,7.2,0.36776863962389356,1.7957407407407406,1.1,2.9,0.22838078867647416,0.8978703703703703,0.55,1.45,0.11419039433823708,23.077777777777776,17.2,28.3,2.9428297459384645,74.0,40.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R1-T1,8,218.0,43.0,180.0,34.0,26.0,38.0,27.0,729.0,R1,6.374074074074075,5.7,7.2,0.36776863962389356,1.7957407407407406,1.1,2.9,0.22838078867647416,0.8978703703703703,0.55,1.45,0.11419039433823708,23.077777777777776,17.2,28.3,2.9428297459384645,74.0,40.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R1-T1,9,300.0,61.0,249.0,49.0,45.0,33.0,30.0,900.0,R1,6.374074074074075,5.7,7.2,0.36776863962389356,1.7957407407407406,1.1,2.9,0.22838078867647416,0.8978703703703703,0.55,1.45,0.11419039433823708,23.077777777777776,17.2,28.3,2.9428297459384645,74.0,40.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R1-T1,10,327.0,64.0,282.0,45.0,46.0,41.0,28.5,812.0,R1,6.374074074074075,5.7,7.2,0.36776863962389356,1.7957407407407406,1.1,2.9,0.22838078867647416,0.8978703703703703,0.55,1.45,0.11419039433823708,23.077777777777776,17.2,28.3,2.9428297459384645,74.0,40.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R1-T1,11,297.0,56.0,253.0,43.0,39.0,36.0,26.5,702.0,R1,6.374074074074075,5.7,7.2,0.36776863962389356,1.7957407407407406,1.1,2.9,0.22838078867647416,0.8978703703703703,0.55,1.45,0.11419039433823708,23.077777777777776,17.2,28.3,2.9428297459384645,74.0,40.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R1-T1,12,251.0,44.0,200.0,51.0,25.0,38.0,28.5,812.0,R1,6.374074074074075,5.7,7.2,0.36776863962389356,1.7957407407407406,1.1,2.9,0.22838078867647416,0.8978703703703703,0.55,1.45,0.11419039433823708,23.077777777777776,17.2,28.3,2.9428297459384645,74.0,40.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R2-T1,1,333.0,64.0,290.0,43.0,49.0,39.0,30.5,924.0,R2,6.277777777777777,5.5,7.0,0.40123266856150636,1.7638888888888888,1.33,2.5,0.18732440337223938,0.8819444444444444,0.665,1.25,0.09366220168611969,22.95740740740741,17.0,27.9,2.991878008743737,64.0,40.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R2-T1,2,342.0,64.0,300.0,40.0,43.0,46.0,29.0,840.0,R2,6.277777777777777,5.5,7.0,0.40123266856150636,1.7638888888888888,1.33,2.5,0.18732440337223938,0.8819444444444444,0.665,1.25,0.09366220168611969,22.95740740740741,17.0,27.9,2.991878008743737,64.0,40.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R2-T1,3,327.0,64.0,280.0,39.0,45.0,42.0,28.0,784.0,R2,6.277777777777777,5.5,7.0,0.40123266856150636,1.7638888888888888,1.33,2.5,0.18732440337223938,0.8819444444444444,0.665,1.25,0.09366220168611969,22.95740740740741,17.0,27.9,2.991878008743737,64.0,40.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R2-T1,4,324.0,50.0,275.0,42.0,31.0,43.0,29.0,840.0,R2,6.277777777777777,5.5,7.0,0.40123266856150636,1.7638888888888888,1.33,2.5,0.18732440337223938,0.8819444444444444,0.665,1.25,0.09366220168611969,22.95740740740741,17.0,27.9,2.991878008743737,64.0,40.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
