experiment,system,plant_no,target_total_weight_g,harvest_plant_height_cm,harvest_shoot_weight_g,harvest_root_weight_g,harvest_root_length_cm,harvest_no_of_leaves,head_diameter_average_cm,canopy_area_cm2,replicate,water_ph_mean,water_ph_min,water_ph_max,water_ph_std,water_ec_mean,water_ec_min,water_ec_max,water_ec_std,water_tds_mean,water_tds_min,water_tds_max,water_tds_std,water_water_temperature_mean,water_water_temperature_min,water_water_temperature_max,water_water_temperature_std,total_nutrient_solution_added_ml,total_water_consumption_l,total_acid_consumption_ml,env_air_temperature_mean,env_air_temperature_min,env_air_temperature_max,env_air_temperature_std,env_humidity_mean,env_humidity_min,env_humidity_max,env_humidity_std,env_co2_mean,env_co2_min,env_co2_max,env_co2_std,initial_height_mean_cm,initial_weight_mean_g,initial_root_length_mean_cm
Experiment 2,R2-T2,10,345.0,64.0,300.0,43.0,46.0,44.0,30.0,900.0,R2,6.246296296296297,5.5,7.2,0.39707866697174793,2.3251851851851857,1.82,2.91,0.17146148191509736,1.1625925925925928,0.91,1.455,0.08573074095754868,22.907407407407412,16.9,29.0,3.276394351284704,64.0,40.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R2-T2,11,376.0,67.0,325.0,42.0,47.5,46.0,30.0,900.0,R2,6.246296296296297,5.5,7.2,0.39707866697174793,2.3251851851851857,1.82,2.91,0.17146148191509736,1.1625925925925928,0.91,1.455,0.08573074095754868,22.907407407407412,16.9,29.0,3.276394351284704,64.0,40.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R2-T2,12,374.0,62.0,334.0,39.0,42.0,42.0,28.5,810.0,R2,6.246296296296297,5.5,7.2,0.39707866697174793,2.3251851851851857,1.82,2.91,0.17146148191509736,1.1625925925925928,0.91,1.455,0.08573074095754868,22.907407407407412,16.9,29.0,3.276394351284704,64.0,40.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R3-T2,1,377.0,64.0,332.0,45.0,44.0,39.0,29.5,870.0,R3,6.238888888888888,5.5,7.1,0.4828222073917244,2.1507407407407406,1.51,2.35,0.15512064422931585,1.0753703703703703,0.755,1.175,0.07756032211465792,23.490740740740744,17.7,29.8,3.0399359470907057,94.0,30.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R3-T2,2,391.0,65.0,347.0,44.0,45.0,41.0,28.5,810.0,R3,6.238888888888888,5.5,7.1,0.4828222073917244,2.1507407407407406,1.51,2.35,0.15512064422931585,1.0753703703703703,0.755,1.175,0.07756032211465792,23.490740740740744,17.7,29.8,3.0399359470907057,94.0,30.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R3-T2,3,368.0,80.0,330.0,38.0,61.0,50.0,25.5,648.0,R3,6.238888888888888,5.5,7.1,0.4828222073917244,2.1507407407407406,1.51,2.35,0.15512064422931585,1.0753703703703703,0.755,1.175,0.07756032211465792,23.490740740740744,17.7,29.8,3.0399359470907057,94.0,30.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R3-T2,4,308.0,53.0,267.0,35.0,36.0,43.0,25.0,625.0,R3,6.238888888888888,5.5,7.1,0.4828222073917244,2.1507407407407406,1.51,2.35,0.15512064422931585,1.0753703703703703,0.755,1.175,0.07756032211465792,23.490740740740744,17.7,29.8,3.0399359470907057,94.0,30.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R3-T2,5,294.0,59.0,260.0,34.0,40.0,38.0,25.5,650.0,R3,6.238888888888888,5.5,7.1,0.4828222073917244,2.1507407407407406,1.51,2.35,0.15512064422931585,1.0753703703703703,0.755,1.175,0.07756032211465792,23.490740740740744,17.7,29.8,3.0399359470907057,94.0,30.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R3-T2,6,334.0,62.0,296.0,38.0,45.0,45.0,26.0,676.0,R3,6.238888888888888,5.5,7.1,0.4828222073917244,2.1507407407407406,1.51,2.35,0.15512064422931585,1.0753703703703703,0.755,1.175,0.07756032211465792,23.490740740740744,17.7,29.8,3.0399359470907057,94.0,30.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R3-T2,7,353.0,75.0,326.0,23.0,54.5,43.0,26.5,702.0,R3,6.238888888888888,5.5,7.1,0.4828222073917244,2.1507407407407406,1.51,2.35,0.15512064422931585,1.0753703703703703,0.755,1.175,0.07756032211465792,23.490740740740744,17.7,29.8,3.0399359470907057,94.0,30.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R3-T2,8,368.0,51.0,308.0,54.0,33.0,42.0,28.0,784.0,R3,6.238888888888888,5.5,7.1,0.4828222073917244,2.1507407407407406,1.51,2.35,0.15512064422931585,1.0753703703703703,0.755,1.175,0.07756032211465792,23.490740740740744,17.7,29.8,3.0399359470907057,94.0,30.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R3-T2,9,313.0,62.0,270.0,42.0,44.0,42.0,30.0,900.0,R3,6.238888888888888,5.5,7.1,0.4828222073917244,2.1507407407407406,1.51,2.35,0.15512064422931585,1.0753703703703703,0.755,1.175,0.07756032211465792,23.490740740740744,17.7,29.8,3.0399359470907057,94.0,30.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R3-T2,10,348.0,64.0,312.0,36.0,45.0,38.0,28.0,784.0,R3,6.238888888888888,5.5,7.1,0.4828222073917244,2.1507407407407406,1.51,2.35,0.15512064422931585,1.0753703703703703,0.755,1.175,0.07756032211465792,23.490740740740744,17.7,29.8,3.0399359470907057,94.0,30.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R3-T2,11,321.0,52.0,281.0,40.0,35.0,43.0,27.5,754.0,R3,6.238888888888888,5.5,7.1,0.4828222073917244,2.1507407407407406,1.51,2.35,0.15512064422931585,1.0753703703703703,0.755,1.175,0.07756032211465792,23.490740740740744,17.7,29.8,3.0399359470907057,94.0,30.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 2,R3-T2,12,300.0,70.0,264.0,36.0,54.0,43.0,26.0,675.0,R3,6.238888888888888,5.5,7.1,0.4828222073917244,2.1507407407407406,1.51,2.35,0.15512064422931585,1.0753703703703703,0.755,1.175,0.07756032211465792,23.490740740740744,17.7,29.8,3.0399359470907057,94.0,30.0,0.0,22.50352367688022,14.17,34.84,3.518857504675528,57.98994428969359,41.48,68.69,5.529302063362985,454.2849721448468,407.4,559.17,22.546104567547165,12.708333333333334,4.858333333333333,6.375
Experiment 3,R1T1,1,328.0,60.0,269.0,57.0,40.0,42.0,30.5,930.0,R1,6.648076923074075,5.7,7.5,0.47551127656459863,2.344719502709091,1.56,3.41,0.5680804645050146,1.1723597513636366,0.78,1.705,0.2840402322524495,22.85923594927272,19.6,33.0,2.0528029690224767,754.0,390.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R1T1,2,252.0,60.0,243.0,8.0,41.0,46.0,30.0,899.0,R1,6.648076923074075,5.7,7.5,0.47551127656459863,2.344719502709091,1.56,3.41,0.5680804645050146,1.1723597513636366,0.78,1.705,0.2840402322524495,22.85923594927272,19.6,33.0,2.0528029690224767,754.0,390.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R1T1,3,294.0,75.0,237.0,55.0,58.0,43.0,29.0,840.0,R1,6.648076923074075,5.7,7.5,0.47551127656459863,2.344719502709091,1.56,3.41,0.5680804645050146,1.1723597513636366,0.78,1.705,0.2840402322524495,22.85923594927272,19.6,33.0,2.0528029690224767,754.0,390.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R1T1,4,331.0,100.0,292.0,36.0,83.0,40.0,29.0,841.0,R1,6.648076923074075,5.7,7.5,0.47551127656459863,2.344719502709091,1.56,3.41,0.5680804645050146,1.1723597513636366,0.78,1.705,0.2840402322524495,22.85923594927272,19.6,33.0,2.0528029690224767,754.0,390.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R1T1,5,357.0,72.0,317.0,40.0,57.0,46.0,30.5,930.0,R1,6.648076923074075,5.7,7.5,0.47551127656459863,2.344719502709091,1.56,3.41,0.5680804645050146,1.1723597513636366,0.78,1.705,0.2840402322524495,22.85923594927272,19.6,33.0,2.0528029690224767,754.0,390.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R1T1,6,343.0,76.0,304.0,38.0,60.0,36.0,29.5,870.0,R1,6.648076923074075,5.7,7.5,0.47551127656459863,2.344719502709091,1.56,3.41,0.5680804645050146,1.1723597513636366,0.78,1.705,0.2840402322524495,22.85923594927272,19.6,33.0,2.0528029690224767,754.0,390.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R1T1,7,336.0,80.0,290.0,46.0,63.0,46.0,30.0,899.0,R1,6.648076923074075,5.7,7.5,0.47551127656459863,2.344719502709091,1.56,3.41,0.5680804645050146,1.1723597513636366,0.78,1.705,0.2840402322524495,22.85923594927272,19.6,33.0,2.0528029690224767,754.0,390.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R1T1,8,370.0,54.0,324.0,40.0,38.0,49.0,29.0,841.0,R1,6.648076923074075,5.7,7.5,0.47551127656459863,2.344719502709091,1.56,3.41,0.5680804645050146,1.1723597513636366,0.78,1.705,0.2840402322524495,22.85923594927272,19.6,33.0,2.0528029690224767,754.0,390.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R1T1,9,292.0,72.0,252.0,37.0,57.0,43.0,30.0,900.0,R1,6.648076923074075,5.7,7.5,0.47551127656459863,2.344719502709091,1.56,3.41,0.5680804645050146,1.1723597513636366,0.78,1.705,0.2840402322524495,22.85923594927272,19.6,33.0,2.0528029690224767,754.0,390.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R1T1,10,356.0,65.0,300.0,41.0,48.0,44.0,31.0,960.0,R1,6.648076923074075,5.7,7.5,0.47551127656459863,2.344719502709091,1.56,3.41,0.5680804645050146,1.1723597513636366,0.78,1.705,0.2840402322524495,22.85923594927272,19.6,33.0,2.0528029690224767,754.0,390.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R1T1,11,241.0,59.0,208.0,29.0,42.0,32.0,28.5,812.0,R1,6.648076923074075,5.7,7.5,0.47551127656459863,2.344719502709091,1.56,3.41,0.5680804645050146,1.1723597513636366,0.78,1.705,0.2840402322524495,22.85923594927272,19.6,33.0,2.0528029690224767,754.0,390.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R1T1,12,295.0,80.0,261.0,34.0,64.0,39.0,29.5,870.0,R1,6.648076923074075,5.7,7.5,0.47551127656459863,2.344719502709091,1.56,3.41,0.5680804645050146,1.1723597513636366,0.78,1.705,0.2840402322524495,22.85923594927272,19.6,33.0,2.0528029690224767,754.0,390.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R2T1,1,307.0,66.0,271.0,36.0,48.0,40.0,29.5,870.0,R2,6.723076923074074,5.9,7.7,0.43317905512328464,2.7215099715090907,1.56,3.53,0.4152957428884952,1.3607549857454544,0.78,1.765,0.20764787144426441,22.644089614000002,19.2,32.4,1.8828101087911522,706.0,380.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R2T1,2,341.0,80.0,303.0,37.0,61.0,41.0,31.5,992.0,R2,6.723076923074074,5.9,7.7,0.43317905512328464,2.7215099715090907,1.56,3.53,0.4152957428884952,1.3607549857454544,0.78,1.765,0.20764787144426441,22.644089614000002,19.2,32.4,1.8828101087911522,706.0,380.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R2T1,3,375.0,77.0,330.0,52.0,59.0,45.0,32.5,1056.0,R2,6.723076923074074,5.9,7.7,0.43317905512328464,2.7215099715090907,1.56,3.53,0.4152957428884952,1.3607549857454544,0.78,1.765,0.20764787144426441,22.644089614000002,19.2,32.4,1.8828101087911522,706.0,380.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R2T1,4,406.0,72.0,359.0,44.0,54.0,47.0,33.5,1120.0,R2,6.723076923074074,5.9,7.7,0.43317905512328464,2.7215099715090907,1.56,3.53,0.4152957428884952,1.3607549857454544,0.78,1.765,0.20764787144426441,22.644089614000002,19.2,32.4,1.8828101087911522,706.0,380.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R2T1,5,354.0,75.0,305.0,44.0,55.0,44.0,29.5,870.0,R2,6.723076923074074,5.9,7.7,0.43317905512328464,2.7215099715090907,1.56,3.53,0.4152957428884952,1.3607549857454544,0.78,1.765,0.20764787144426441,22.644089614000002,19.2,32.4,1.8828101087911522,706.0,380.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R2T1,6,344.0,73.0,304.0,40.0,57.0,48.0,30.0,899.0,R2,6.723076923074074,5.9,7.7,0.43317905512328464,2.7215099715090907,1.56,3.53,0.4152957428884952,1.3607549857454544,0.78,1.765,0.20764787144426441,22.644089614000002,19.2,32.4,1.8828101087911522,706.0,380.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R2T1,7,351.0,71.0,313.0,37.0,53.0,45.0,30.0,899.0,R2,6.723076923074074,5.9,7.7,0.43317905512328464,2.7215099715090907,1.56,3.53,0.4152957428884952,1.3607549857454544,0.78,1.765,0.20764787144426441,22.644089614000002,19.2,32.4,1.8828101087911522,706.0,380.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R2T1,8,378.0,60.0,330.0,43.0,39.0,44.0,34.0,1155.0,R2,6.723076923074074,5.9,7.7,0.43317905512328464,2.7215099715090907,1.56,3.53,0.4152957428884952,1.3607549857454544,0.78,1.765,0.20764787144426441,22.644089614000002,19.2,32.4,1.8828101087911522,706.0,380.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R2T1,9,371.0,78.0,330.0,38.0,57.0,49.0,30.5,928.0,R2,6.723076923074074,5.9,7.7,0.43317905512328464,2.7215099715090907,1.56,3.53,0.4152957428884952,1.3607549857454544,0.78,1.765,0.20764787144426441,22.644089614000002,19.2,32.4,1.8828101087911522,706.0,380.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R2T1,10,397.0,77.0,351.0,45.0,54.0,44.0,31.5,990.0,R2,6.723076923074074,5.9,7.7,0.43317905512328464,2.7215099715090907,1.56,3.53,0.4152957428884952,1.3607549857454544,0.78,1.765,0.20764787144426441,22.644089614000002,19.2,32.4,1.8828101087911522,706.0,380.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R2T1,11,388.0,75.0,342.0,46.0,54.0,46.0,34.0,1156.0,R2,6.723076923074074,5.9,7.7,0.43317905512328464,2.7215099715090907,1.56,3.53,0.4152957428884952,1.3607549857454544,0.78,1.765,0.20764787144426441,22.644089614000002,19.2,32.4,1.8828101087911522,706.0,380.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R2T1,12,312.0,63.0,274.0,38.0,44.0,41.0,29.5,870.0,R2,6.723076923074074,5.9,7.7,0.43317905512328464,2.7215099715090907,1.56,3.53,0.4152957428884952,1.3607549857454544,0.78,1.765,0.20764787144426441,22.644089614000002,19.2,32.4,1.8828101087911522,706.0,380.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R3T1,1,279.0,66.0,249.0,28.0,48.0,40.0,30.0,899.0,R3,6.828846153833333,6.0,7.6,0.4656157451532314,2.371314685309091,1.55,3.61,0.520443239586866,1.1856573426545456,0.775,1.805,0.260221619793433,22.328373113888883,19.1,31.0,1.793287928640377,734.0,360.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R3T1,2,271.0,71.0,240.0,30.0,52.0,36.0,28.5,812.0,R3,6.828846153833333,6.0,7.6,0.4656157451532314,2.371314685309091,1.55,3.61,0.520443239586866,1.1856573426545456,0.775,1.805,0.260221619793433,22.328373113888883,19.1,31.0,1.793287928640377,734.0,360.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
Experiment 3,R3T1,3,257.0,50.0,223.0,26.0,34.0,36.0,27.5,754.0,R3,6.828846153833333,6.0,7.6,0.4656157451532314,2.371314685309091,1.55,3.61,0.520443239586866,1.1856573426545456,0.775,1.805,0.260221619793433,22.328373113888883,19.1,31.0,1.793287928640377,734.0,360.0,45.0,25.461896067415733,17.88,44.49,2.893664290194108,61.47231741573034,37.73,72.21,5.477488603476529,450.3441573033708,405.65,551.48,22.03494647044849,14.45,4.8,8.15
